total_ad_spend_krw,total_revenue_krw,gross_roas,net_revenue_krw,net_roas,speed_990_revenue_krw,deep_13800_revenue_krw,paid_order_count,speed_990_purchases,deep_13800_purchases,cpa_all_paid_krw,cpa_990_krw,cpa_13800_krw,cost_per_payment_start_krw,cost_per_free_result_view_krw,cost_per_any_select_krw,refunds_count,refund_amount_krw
726775,436620,0.6008,436620,0.6008,215820,220800,234,218,16,3105.8760683760684,3333.830275229358,45423.4375,15463.297872340425,1648.015873015873,5505.871212121212,0,0
