date_range_start,date_range_end,spend,impressions,reach,clicks,link_clicks,landing_page_views,view_content,initiate_checkout,purchase,purchase_value,ctr,cpc,cpm,frequency,cost_per_lpv
2026-06-06,2026-06-28 15:46 KST cutoff; Meta daily granularity includes 2026-06-28 partial/day reporting,726775,41228,35599,3346,3312,3810,2020,220,144,168180,8.116,217.21,17628.19,1.158,190.75
