start,end,gross_revenue_krw,net_revenue_krw,paid_order_count,failed_order_count,cancelled_order_count,refunded_order_count,refund_amount_krw
2026-06-02,2026-06-28 15:46 KST,436620,436620,234,0,0,0,0
